[1/6/2022 1:36:15] !aol
[1/6/2022 1:55:54] !aol
[1/6/2022 1:58:37] !aol
[1/6/2022 13:44:44] !frags
[1/6/2022 19:8:52] !frags
[5/6/2022 6:50:28] !emotespells on
[5/6/2022 6:53:21] !emotespells on
[5/6/2022 6:55:50] !emotespells on
[5/6/2022 6:58:32] !emotespells on
[5/6/2022 7:1:18] !emotespells on
[5/6/2022 7:3:37] !emotespells on
[5/6/2022 7:6:19] !emotespells on
[5/6/2022 7:8:6] !emotespells on
[5/6/2022 7:10:3] !emotespells on
[5/6/2022 7:12:39] !emotespells on
[5/6/2022 7:16:7] !emotespells on
[5/6/2022 7:18:20] !emotespells on
[5/6/2022 7:20:47] !emotespells on
[5/6/2022 7:23:30] !emotespells on
[5/6/2022 7:26:30] !emotespells on
[5/6/2022 7:29:0] !emotespells on
[5/6/2022 7:31:18] !emotespells on
[5/6/2022 7:33:50] !emotespells on
[5/6/2022 7:36:15] !emotespells on
[5/6/2022 7:38:42] !emotespells on
[5/6/2022 7:42:52] !emotespells on
[5/6/2022 7:45:5] !emotespells on
[5/6/2022 7:48:47] !emotespells on
[5/6/2022 7:51:38] !emotespells on
[5/6/2022 7:53:36] !emotespells on
[5/6/2022 7:56:9] !emotespells on
[5/6/2022 8:0:14] !emotespells on
[5/6/2022 8:2:50] !emotespells on
[5/6/2022 8:5:27] !emotespells on
[5/6/2022 8:8:33] !emotespells on
[5/6/2022 8:12:16] !emotespells on
[5/6/2022 8:15:5] !emotespells on
[5/6/2022 8:16:56] !emotespells on
[5/6/2022 8:20:47] !emotespells on
[5/6/2022 8:24:10] !emotespells on
[5/6/2022 8:26:48] !emotespells on
[5/6/2022 8:29:1] !emotespells on
[5/6/2022 8:31:54] !emotespells on
[5/6/2022 8:34:42] !emotespells on
[5/6/2022 8:37:16] !emotespells on
[5/6/2022 8:40:9] !emotespells on
[5/6/2022 8:44:19] !emotespells on
[5/6/2022 8:48:2] !emotespells on
[5/6/2022 8:50:51] !emotespells on
[5/6/2022 8:53:5] !emotespells on
[5/6/2022 8:56:0] !emotespells on
[5/6/2022 8:58:54] !emotespells on
[5/6/2022 9:1:28] !emotespells on
[5/6/2022 9:3:29] !emotespells on
[5/6/2022 9:6:40] !emotespells on
[5/6/2022 9:9:19] !emotespells on
[5/6/2022 9:12:35] !emotespells on
[5/6/2022 9:14:34] !emotespells on
[5/6/2022 9:17:48] !emotespells on
[5/6/2022 9:22:19] !emotespells on
[5/6/2022 9:25:10] !emotespells on
[5/6/2022 9:26:45] !emotespells on
[5/6/2022 9:28:41] !emotespells on
[5/6/2022 9:31:24] !emotespells on
[5/6/2022 9:34:17] !emotespells on
[5/6/2022 9:37:52] !emotespells on
[5/6/2022 9:41:1] !emotespells on
[5/6/2022 9:44:48] !emotespells on
[5/6/2022 9:46:56] !emotespells on
[5/6/2022 9:49:41] !emotespells on
[5/6/2022 9:51:54] !emotespells on
[5/6/2022 9:53:30] !emotespells on
[5/6/2022 9:56:6] !emotespells on
[5/6/2022 9:58:25] !emotespells on
[5/6/2022 10:1:7] !emotespells on
[5/6/2022 10:4:26] !emotespells on
[5/6/2022 10:5:56] !emotespells on
[5/6/2022 10:7:35] !emotespells on
[5/6/2022 10:9:54] !emotespells on
[5/6/2022 10:12:14] !emotespells on
[5/6/2022 10:14:17] !emotespells on
[5/6/2022 10:16:7] !emotespells on
[5/6/2022 10:18:14] !emotespells on
[5/6/2022 10:20:3] !emotespells on
[5/6/2022 10:21:49] !emotespells on
[5/6/2022 10:23:39] !emotespells on
[5/6/2022 10:27:39] !emotespells on
[5/6/2022 10:30:21] !emotespells on
[5/6/2022 10:32:4] !emotespells on
[5/6/2022 10:33:56] !emotespells on
[5/6/2022 10:35:37] !emotespells on
[5/6/2022 10:39:5] !emotespells on
[5/6/2022 10:40:39] !emotespells on
[5/6/2022 10:42:25] !emotespells on
[5/6/2022 10:44:46] !emotespells on
[5/6/2022 10:46:35] !emotespells on
[5/6/2022 10:47:47] !emotespells on
[5/6/2022 10:49:18] !emotespells on
[5/6/2022 10:51:11] !emotespells on
[5/6/2022 10:53:41] !emotespells on
[5/6/2022 10:55:55] !emotespells on
[5/6/2022 10:57:49] !emotespells on
[5/6/2022 10:59:32] !emotespells on
[5/6/2022 11:1:4] !emotespells on
[5/6/2022 11:2:33] !emotespells on
[5/6/2022 11:5:2] !emotespells on
[6/6/2022 5:7:48] !emotespells on
[6/6/2022 5:10:32] !emotespells on
[6/6/2022 5:13:28] !emotespells on
[6/6/2022 5:16:41] !emotespells on
[6/6/2022 5:19:27] !emotespells on
[6/6/2022 5:22:21] !emotespells on
[6/6/2022 5:25:55] !emotespells on
[6/6/2022 5:28:41] !emotespells on
[6/6/2022 5:32:24] !emotespells on
[6/6/2022 5:34:44] !emotespells on
[6/6/2022 5:37:36] !emotespells on
[6/6/2022 5:40:25] !emotespells on
[6/6/2022 5:43:29] !emotespells on
[6/6/2022 5:47:11] !emotespells on
[6/6/2022 5:50:1] !emotespells on
[6/6/2022 5:53:39] !emotespells on
[6/6/2022 5:56:47] !emotespells on
[6/6/2022 5:59:31] !emotespells on
[6/6/2022 6:2:28] !emotespells on
[6/6/2022 6:6:34] !emotespells on
[6/6/2022 6:8:55] !emotespells on
[6/6/2022 6:12:36] !emotespells on
[6/6/2022 6:15:32] !emotespells on
[6/6/2022 6:18:25] !emotespells on
[6/6/2022 6:21:21] !emotespells on
[6/6/2022 6:23:37] !emotespells on
[6/6/2022 6:26:15] !emotespells on
[6/6/2022 6:29:18] !emotespells on
[6/6/2022 6:32:34] !emotespells on
[6/6/2022 6:35:30] !emotespells on
[6/6/2022 6:38:21] !emotespells on
[6/6/2022 6:41:24] !emotespells on
[6/6/2022 6:43:57] !emotespells on
[6/6/2022 6:47:40] !emotespells on
[6/6/2022 6:49:0] !emotespells on
[6/6/2022 6:52:5] !emotespells on
[6/6/2022 6:54:56] !emotespells on
[6/6/2022 6:57:36] !emotespells on
[6/6/2022 7:1:8] !emotespells on
[6/6/2022 7:3:47] !emotespells on
[6/6/2022 7:6:46] !emotespells on
[6/6/2022 7:10:29] !emotespells on
[6/6/2022 7:13:33] !emotespells on
[6/6/2022 7:16:49] !emotespells on
[6/6/2022 7:19:52] !emotespells on
[6/6/2022 7:22:40] !emotespells on
[6/6/2022 7:26:20] !emotespells on
[6/6/2022 7:29:32] !emotespells on
[6/6/2022 7:32:22] !emotespells on
[6/6/2022 7:35:19] !emotespells on
[6/6/2022 7:38:36] !emotespells on
[6/6/2022 7:41:38] !emotespells on
[6/6/2022 7:44:8] !emotespells on
[6/6/2022 7:46:50] !emotespells on
[6/6/2022 7:48:57] !emotespells on
[6/6/2022 7:51:40] !emotespells on
[6/6/2022 7:54:13] !emotespells on
[6/6/2022 7:54:47] !emotespells on
[6/6/2022 7:56:29] !emotespells on
[6/6/2022 7:58:46] !emotespells on
[6/6/2022 8:1:35] !emotespells on
[6/6/2022 8:4:12] !emotespells on
[6/6/2022 8:7:19] !emotespells on
[6/6/2022 8:10:6] !emotespells on
[6/6/2022 8:12:43] !emotespells on
[6/6/2022 8:15:24] !emotespells on
[6/6/2022 8:17:58] !emotespells on
[6/6/2022 8:21:0] !emotespells on
[6/6/2022 8:23:50] !emotespells on
[6/6/2022 8:26:16] !emotespells on
[6/6/2022 8:29:6] !emotespells on
[6/6/2022 8:32:8] !emotespells on
[6/6/2022 8:34:54] !emotespells on
[6/6/2022 8:37:55] !emotespells on
[6/6/2022 8:40:43] !emotespells on
[6/6/2022 8:43:39] !emotespells on
[6/6/2022 8:46:3] !emotespells on
[6/6/2022 8:49:22] !emotespells on
[6/6/2022 8:52:9] !emotespells on
[6/6/2022 8:54:57] !emotespells on
[6/6/2022 8:57:38] !emotespells on
[6/6/2022 9:0:1] !emotespells on
[6/6/2022 9:3:0] !emotespells on
[6/6/2022 9:7:53] !emotespells on
[6/6/2022 9:9:56] !emotespells on
[6/6/2022 9:12:37] !emotespells on
[6/6/2022 9:16:13] !emotespells on
[6/6/2022 9:18:21] !emotespells on
[6/6/2022 9:21:25] !emotespells on
[6/6/2022 9:23:41] !emotespells on
[6/6/2022 9:25:46] !emotespells on
[6/6/2022 9:25:57] !emotespells on
[6/6/2022 9:27:31] !emotespells on
[6/6/2022 9:29:48] !emotespells on
[6/6/2022 9:32:8] !emotespells on
[6/6/2022 9:34:16] !emotespells on
[6/6/2022 9:37:12] !emotespells on
[6/6/2022 9:40:2] !emotespells on
[6/6/2022 9:41:44] !emotespells on
[6/6/2022 9:44:37] !emotespells on
[6/6/2022 9:47:13] !emotespells on
[6/6/2022 9:49:43] !emotespells on
[6/6/2022 9:52:38] !emotespells on
[6/6/2022 9:55:16] !emotespells on
[6/6/2022 9:57:51] !emotespells on
[6/6/2022 10:0:28] !emotespells on
[6/6/2022 10:3:49] !emotespells on
[6/6/2022 10:6:49] !emotespells on
[6/6/2022 10:9:25] !emotespells on
[6/6/2022 10:12:51] !emotespells on
[6/6/2022 10:15:1] !emotespells on
[6/6/2022 10:17:42] !emotespells on
[6/6/2022 10:20:28] !emotespells on
[6/6/2022 10:22:50] !emotespells on
[6/6/2022 10:25:34] !emotespells on
[6/6/2022 10:28:39] !emotespells on
[6/6/2022 10:31:9] !emotespells on
[6/6/2022 10:34:1] !emotespells on
[6/6/2022 10:36:21] !emotespells on
[6/6/2022 10:38:53] !emotespells on
[6/6/2022 10:41:12] !emotespells on
[6/6/2022 10:44:12] !emotespells on
[6/6/2022 10:46:34] !emotespells on
[6/6/2022 10:49:23] !emotespells on
[6/6/2022 10:53:4] !emotespells on
[6/6/2022 10:55:47] !emotespells on
[6/6/2022 10:58:51] !emotespells on
[6/6/2022 11:1:5] !emotespells on
[6/6/2022 11:3:35] !emotespells on
[6/6/2022 11:6:38] !emotespells on
[6/6/2022 11:9:11] !emotespells on
[6/6/2022 11:11:59] !emotespells on
[6/6/2022 11:15:43] !emotespells on
[6/6/2022 11:18:34] !emotespells on
[6/6/2022 11:21:28] !emotespells on
[6/6/2022 11:23:5] !emotespells on
[6/6/2022 11:25:53] !emotespells on
[6/6/2022 11:28:54] !emotespells on
[6/6/2022 11:31:15] !emotespells on
[6/6/2022 11:33:48] !emotespells on
[6/6/2022 11:37:9] !emotespells on
[6/6/2022 11:39:49] !emotespells on
[6/6/2022 11:42:26] !emotespells on
[6/6/2022 11:45:25] !emotespells on
[6/6/2022 11:47:49] !emotespells on
[6/6/2022 11:50:26] !emotespells on
[6/6/2022 11:53:26] !emotespells on
[6/6/2022 11:56:34] !emotespells on
[6/6/2022 11:59:58] !emotespells on
[6/6/2022 12:1:32] !emotespells on
[6/6/2022 12:4:17] !emotespells on
[6/6/2022 12:7:6] !emotespells on
[6/6/2022 12:9:27] !emotespells on
[6/6/2022 12:11:43] !emotespells on
[6/6/2022 12:13:58] !emotespells on
[6/6/2022 12:19:14] !emotespells on
[6/6/2022 12:21:55] !emotespells on
[6/6/2022 12:24:39] !emotespells on
[6/6/2022 12:27:11] !emotespells on
[6/6/2022 12:31:2] !emotespells on
[6/6/2022 12:34:4] !emotespells on
[6/6/2022 12:37:29] !emotespells on
[6/6/2022 12:40:9] !emotespells on
[6/6/2022 12:43:37] !emotespells on
[6/6/2022 12:47:29] !emotespells on
[6/6/2022 12:51:35] !emotespells on
[6/6/2022 12:54:9] !emotespells on
[6/6/2022 12:57:6] !emotespells on
[6/6/2022 12:59:59] !emotespells on
[6/6/2022 13:2:33] !emotespells on
[6/6/2022 13:4:59] !emotespells on
[6/6/2022 13:8:1] !emotespells on
[6/6/2022 13:11:23] !emotespells on
[6/6/2022 13:14:54] !emotespells on
[6/6/2022 13:18:27] !emotespells on
[6/6/2022 13:20:48] !emotespells on
[6/6/2022 13:24:13] !emotespells on
[6/6/2022 13:26:57] !emotespells on
[6/6/2022 13:29:44] !emotespells on
[6/6/2022 13:33:55] !emotespells on
[6/6/2022 13:37:23] !emotespells on
[6/6/2022 13:38:57] !emotespells on
[6/6/2022 13:42:34] !emotespells on
[6/6/2022 13:45:38] !emotespells on
[6/6/2022 13:48:17] !emotespells on
[6/6/2022 13:49:14] !emotespells on
[6/6/2022 13:51:44] !emotespells on
[6/6/2022 13:58:7] !emotespells on
[6/6/2022 14:1:26] !emotespells on
[6/6/2022 14:3:55] !emotespells on
[6/6/2022 14:6:37] !emotespells on
[6/6/2022 14:8:31] !emotespells on
[6/6/2022 14:12:12] !emotespells on
[6/6/2022 14:15:16] !emotespells on
[6/6/2022 14:18:37] !emotespells on
[6/6/2022 14:21:5] !emotespells on
[6/6/2022 14:26:23] !emotespells on
[6/6/2022 14:29:9] !emotespells on
[6/6/2022 14:32:4] !emotespells on
[6/6/2022 14:36:31] !emotespells on
[6/6/2022 14:37:48] !emotespells on
[6/6/2022 14:39:16] !emotespells on
[6/6/2022 14:41:25] !emotespells on
[6/6/2022 14:43:16] !emotespells on
[6/6/2022 14:46:48] !emotespells on
[6/6/2022 14:50:46] !emotespells on
[6/6/2022 14:52:47] !emotespells on
[6/6/2022 14:54:35] !emotespells on
[6/6/2022 14:56:27] !emotespells on
[6/6/2022 14:58:30] !emotespells on
[6/6/2022 15:0:46] !emotespells on
[6/6/2022 15:2:28] !emotespells on
[6/6/2022 15:4:31] !emotespells on
[6/6/2022 15:6:26] !emotespells on
[6/6/2022 15:8:47] !emotespells on
[6/6/2022 15:11:20] !emotespells on
[6/6/2022 15:14:23] !emotespells on
[6/6/2022 15:16:40] !emotespells on
[6/6/2022 15:19:10] !emotespells on
[6/6/2022 15:20:44] !emotespells on
[6/6/2022 15:25:1] !emotespells on
[6/6/2022 15:27:49] !emotespells on
[6/6/2022 15:30:51] !emotespells on
[6/6/2022 15:33:54] !emotespells on
[6/6/2022 15:36:19] !emotespells on
[6/6/2022 15:38:3] !emotespells on
[6/6/2022 15:38:23] !emotespells on
[6/6/2022 15:40:27] !emotespells on
[6/6/2022 15:42:36] !emotespells on
[6/6/2022 15:45:10] !emotespells on
[6/6/2022 15:47:40] !emotespells on
[6/6/2022 15:50:43] !emotespells on
[6/6/2022 15:53:35] !emotespells on
[6/6/2022 15:55:55] !emotespells on
[6/6/2022 15:58:17] !emotespells on
[6/6/2022 16:0:40] !emotespells on
[6/6/2022 16:2:41] !emotespells on
[6/6/2022 16:4:26] !emotespells on
[6/6/2022 16:6:9] !emotespells on
[6/6/2022 16:8:32] !emotespells on
[6/6/2022 16:10:59] !emotespells on
[6/6/2022 16:13:11] !emotespells on
[6/6/2022 16:15:32] !emotespells on
[6/6/2022 16:18:30] !emotespells on
[6/6/2022 16:21:28] !emotespells on
[6/6/2022 16:24:8] !emotespells on
[6/6/2022 16:27:1] !emotespells on
[6/6/2022 16:29:38] !emotespells on
[6/6/2022 16:32:25] !emotespells on
[6/6/2022 16:34:10] !emotespells on
[6/6/2022 16:36:4] !emotespells on
[6/6/2022 16:38:21] !emotespells on
[6/6/2022 16:40:27] !emotespells on
[6/6/2022 16:43:14] !emotespells on
[6/6/2022 16:45:45] !emotespells on
[6/6/2022 16:46:50] !emotespells on
[6/6/2022 16:49:47] !emotespells on
[6/6/2022 16:52:13] !emotespells on
[6/6/2022 16:54:32] !emotespells on
[6/6/2022 16:57:3] !emotespells on
[6/6/2022 16:59:17] !emotespells on
[6/6/2022 17:2:0] !emotespells on
[6/6/2022 17:4:7] !emotespells on
[6/6/2022 17:5:44] !emotespells on
[6/6/2022 17:7:54] !emotespells on
[6/6/2022 17:10:27] !emotespells on
[6/6/2022 17:13:12] !emotespells on
[6/6/2022 17:15:48] !emotespells on
[6/6/2022 17:17:29] !emotespells on
[6/6/2022 17:19:52] !emotespells on
[6/6/2022 17:21:5] !emotespells on
[6/6/2022 17:23:4] !emotespells on
[6/6/2022 17:25:20] !emotespells on
[6/6/2022 17:28:1] !emotespells on
[6/6/2022 17:30:25] !emotespells on
[6/6/2022 17:32:50] !emotespells on
[6/6/2022 17:35:45] !emotespells on
[6/6/2022 17:39:56] !emotespells on
[6/6/2022 17:42:6] !emotespells on
[6/6/2022 17:44:50] !emotespells on
[6/6/2022 17:47:36] !emotespells on
[6/6/2022 17:50:50] !emotespells on
[6/6/2022 17:56:43] !emotespells on
[6/6/2022 17:59:24] !emotespells on
[6/6/2022 18:2:14] !emotespells on
[6/6/2022 18:4:55] !emotespells on
[6/6/2022 18:8:37] !emotespells on
[6/6/2022 18:10:55] !emotespells on
[6/6/2022 18:13:8] !emotespells on
[6/6/2022 18:15:2] !emotespells on
[6/6/2022 18:16:34] !emotespells on
[6/6/2022 18:19:6] !emotespells on
[6/6/2022 18:22:3] !emotespells on
[6/6/2022 18:24:22] !emotespells on
[6/6/2022 18:27:13] !emotespells on
[6/6/2022 18:29:47] !emotespells on
[6/6/2022 18:31:16] !emotespells on
[6/6/2022 18:33:28] !emotespells on
[6/6/2022 18:35:49] !emotespells on
[6/6/2022 18:38:19] !emotespells on
[6/6/2022 18:41:0] !emotespells on
[6/6/2022 18:43:41] !emotespells on
[6/6/2022 18:44:37] !emotespells on
[6/6/2022 18:46:22] !emotespells on
[6/6/2022 18:49:10] !emotespells on
[6/6/2022 18:51:38] !emotespells on
[6/6/2022 18:53:37] !emotespells on
[6/6/2022 18:55:57] !emotespells on
[6/6/2022 18:58:41] !emotespells on
[6/6/2022 19:1:18] !emotespells on
[6/6/2022 19:3:24] !emotespells on
[6/6/2022 19:5:24] !emotespells on
[6/6/2022 19:7:2] !emotespells on
[6/6/2022 19:8:49] !emotespells on
[6/6/2022 19:10:34] !emotespells on
[6/6/2022 19:10:55] !emotespells on
[6/6/2022 19:12:40] !emotespells on
[6/6/2022 19:13:54] !emotespells on
[6/6/2022 19:16:7] !emotespells on
[6/6/2022 19:18:35] !emotespells on
[6/6/2022 19:20:36] !emotespells on
[6/6/2022 19:23:9] !emotespells on
[6/6/2022 19:26:5] !emotespells on
[6/6/2022 19:27:41] !emotespells on
[6/6/2022 19:29:24] !emotespells on
[6/6/2022 19:31:7] !emotespells on
[6/6/2022 19:32:58] !emotespells on
[6/6/2022 19:34:22] !emotespells on
[6/6/2022 19:36:2] !emotespells on
[6/6/2022 19:37:39] !emotespells on
[6/6/2022 19:39:33] !emotespells on
[6/6/2022 19:41:15] !emotespells on
[6/6/2022 19:43:6] !emotespells on
[6/6/2022 19:45:33] !emotespells on
[6/6/2022 19:47:13] !emotespells on
[6/6/2022 19:48:56] !emotespells on
[6/6/2022 19:50:49] !emotespells on
[6/6/2022 19:52:38] !emotespells on
[6/6/2022 19:53:48] !emotespells on
[6/6/2022 19:55:9] !emotespells on
[6/6/2022 19:56:38] !emotespells on
[6/6/2022 19:58:24] !emotespells on
[6/6/2022 20:1:1] !emotespells on
[6/6/2022 20:2:29] !emotespells on
[6/6/2022 20:4:0] !emotespells on
[6/6/2022 20:5:38] !emotespells on
[6/6/2022 20:7:4] !emotespells on
[6/6/2022 20:8:42] !emotespells on
[6/6/2022 20:10:58] !emotespells on
[6/6/2022 20:13:55] !emotespells on
[6/6/2022 20:16:35] !emotespells on
[6/6/2022 20:18:12] !emotespells on
[6/6/2022 21:23:24] !emotespells on
[6/6/2022 21:25:46] !emotespells on
[6/6/2022 21:27:54] !emotespells on
[6/6/2022 21:30:32] !emotespells on
[6/6/2022 21:33:18] !emotespells on
[6/6/2022 21:35:39] !emotespells on
[6/6/2022 21:38:11] !emotespells on
[6/6/2022 21:40:31] !emotespells on
[6/6/2022 21:42:32] !emotespells on
[6/6/2022 21:42:52] !emotespells on
[6/6/2022 21:46:12] !emotespells on
[6/6/2022 21:48:41] !emotespells on
[6/6/2022 21:52:37] !emotespells on
[6/6/2022 21:53:15] !emotespells on
[6/6/2022 21:55:35] !emotespells on
[6/6/2022 21:56:2] !emotespells on
[6/6/2022 21:58:28] !emotespells on
[6/6/2022 21:59:1] !emotespells on
[6/6/2022 22:1:7] !emotespells on
[6/6/2022 22:1:33] !emotespells on
[6/6/2022 22:3:45] !emotespells on
[6/6/2022 22:6:41] !emotespells on
[6/6/2022 22:8:39] !emotespells on
[6/6/2022 22:9:13] !emotespells on
[6/6/2022 22:9:35] !emotespells on
[6/6/2022 22:10:14] !emotespells on
[6/6/2022 22:11:52] !emotespells on
[6/6/2022 22:12:21] !emotespells on
[6/6/2022 22:14:40] !emotespells on
[6/6/2022 22:17:22] !emotespells on
[6/6/2022 22:18:28] !emotespells on
[6/6/2022 22:20:58] !emotespells on
[6/6/2022 22:23:10] !emotespells on
[6/6/2022 22:27:8] !emotespells on
[6/6/2022 22:31:9] !emotespells on
[6/6/2022 22:35:18] !emotespells on
[6/6/2022 22:38:43] !emotespells on
[6/6/2022 22:43:4] !emotespells on
[6/6/2022 22:45:24] !emotespells on
[6/6/2022 22:47:5] !emotespells on
[6/6/2022 22:48:27] !emotespells on
[6/6/2022 22:50:4] !emotespells on
[6/6/2022 22:52:17] !emotespells on
[6/6/2022 22:54:41] !emotespells on
[6/6/2022 22:56:44] !emotespells on
[6/6/2022 22:59:58] !emotespells on
[6/6/2022 23:2:41] !emotespells on
[6/6/2022 23:6:3] !emotespells on
[6/6/2022 23:10:39] !emotespells on
[6/6/2022 23:11:52] !emotespells on
[6/6/2022 23:12:57] !emotespells on
[6/6/2022 23:16:16] !emotespells on
[6/6/2022 23:18:18] !emotespells on
[6/6/2022 23:18:40] !emotespells on
[6/6/2022 23:19:29] !emotespells on
[6/6/2022 23:39:52] !emotespells on
[6/6/2022 23:44:20] !emotespells on
[6/6/2022 23:47:35] !emotespells on
[6/6/2022 23:50:49] !emotespells on
[6/6/2022 23:53:28] !emotespells on
[6/6/2022 23:56:15] !emotespells on
[6/6/2022 23:59:5] !emotespells on
[7/6/2022 0:2:19] !emotespells on
[7/6/2022 0:5:0] !emotespells on
[7/6/2022 0:7:11] !emotespells on
[7/6/2022 0:7:30] !emotespells on
[7/6/2022 0:7:48] !emotespells on
[7/6/2022 0:10:30] !emotespells on
[7/6/2022 0:13:32] !emotespells on
[7/6/2022 0:13:51] !emotespells on
[7/6/2022 0:14:9] !emotespells on
[7/6/2022 0:14:29] !emotespells on
[7/6/2022 0:14:48] !emotespells on
[7/6/2022 0:15:6] !emotespells on
[7/6/2022 0:15:25] !emotespells on
[7/6/2022 0:15:44] !emotespells on
[7/6/2022 0:16:2] !emotespells on
[7/6/2022 0:16:21] !emotespells on
[7/6/2022 0:16:39] !emotespells on
[7/6/2022 0:16:58] !emotespells on
[7/6/2022 0:17:17] !emotespells on
[7/6/2022 0:17:35] !emotespells on
[7/6/2022 0:37:59] !emotespells on
[7/6/2022 0:44:1] !emotespells on
[7/6/2022 0:48:47] !emotespells on
[7/6/2022 0:52:50] !emotespells on
[7/6/2022 0:58:18] !emotespells on
[7/6/2022 1:2:33] !emotespells on
[7/6/2022 1:8:2] !emotespells on
[7/6/2022 1:13:56] !emotespells on
[7/6/2022 1:18:13] !emotespells on
[7/6/2022 1:22:12] !emotespells on
[7/6/2022 1:27:59] !emotespells on
[7/6/2022 1:37:38] !emotespells on
[7/6/2022 1:43:22] !emotespells on
[7/6/2022 1:46:47] !emotespells on
[7/6/2022 1:51:29] !emotespells on
[7/6/2022 1:56:59] !emotespells on
[7/6/2022 2:0:58] !emotespells on
[7/6/2022 2:4:47] !emotespells on
[7/6/2022 2:10:44] !emotespells on
[7/6/2022 2:17:23] !emotespells on
[7/6/2022 2:22:38] !emotespells on
[7/6/2022 2:28:2] !emotespells on
[7/6/2022 2:32:29] !emotespells on
[7/6/2022 2:37:56] !emotespells on
[7/6/2022 2:43:46] !emotespells on
[7/6/2022 2:44:53] !emotespells on
[7/6/2022 2:49:35] !emotespells on
[7/6/2022 2:53:12] !emotespells on
[7/6/2022 2:56:58] !emotespells on
[7/6/2022 3:1:30] !emotespells on
[7/6/2022 3:11:9] !emotespells on
[7/6/2022 3:15:28] !emotespells on
[7/6/2022 3:20:32] !emotespells on
[7/6/2022 3:26:34] !emotespells on
[7/6/2022 3:31:14] !emotespells on
[7/6/2022 3:36:38] !emotespells on
[7/6/2022 3:40:22] !emotespells on
[7/6/2022 3:44:53] !emotespells on
[7/6/2022 3:50:13] !emotespells on
[7/6/2022 3:54:58] !emotespells on
[7/6/2022 3:58:49] !emotespells on
[7/6/2022 3:59:54] !emotespells on
[7/6/2022 4:5:53] !emotespells on
[7/6/2022 4:11:41] !emotespells on
[7/6/2022 4:15:34] !emotespells on
[7/6/2022 4:21:52] !emotespells on
[7/6/2022 4:26:17] !emotespells on
[7/6/2022 4:31:28] !emotespells on
[7/6/2022 4:32:45] !emotespells on
[7/6/2022 4:37:41] !emotespells on
[7/6/2022 4:41:43] !emotespells on
[7/6/2022 4:46:43] !emotespells on
[7/6/2022 4:52:30] !emotespells on
[7/6/2022 4:57:54] !emotespells on
[7/6/2022 5:16:43] !emotespells on
[7/6/2022 5:21:22] !emotespells on
[7/6/2022 5:23:41] !emotespells on
[7/6/2022 5:26:36] !emotespells on
[7/6/2022 5:26:57] !emotespells on
[7/6/2022 5:31:27] !emotespells on
[7/6/2022 5:34:44] !emotespells on
[7/6/2022 5:37:37] !emotespells on
[7/6/2022 5:40:42] !emotespells on
[7/6/2022 5:43:23] !emotespells on
[7/6/2022 5:46:5] !emotespells on
[7/6/2022 5:48:41] !emotespells on
[7/6/2022 5:52:1] !emotespells on
[7/6/2022 5:54:39] !emotespells on
[7/6/2022 5:57:16] !emotespells on
[7/6/2022 6:0:43] !emotespells on
[7/6/2022 6:3:7] !emotespells on
[7/6/2022 6:15:27] !emotespells on
[7/6/2022 6:22:14] !emotespells on
[7/6/2022 6:28:11] !emotespells on
[7/6/2022 6:38:32] !emotespells on
[7/6/2022 6:49:48] !emotespells on
[7/6/2022 6:56:31] !emotespells on
[7/6/2022 7:0:41] !emotespells on
[7/6/2022 7:4:44] !emotespells on
[7/6/2022 7:10:4] !emotespells on
[7/6/2022 7:11:13] !emotespells on
[7/6/2022 7:14:41] !emotespells on
[7/6/2022 7:17:30] !emotespells on
[7/6/2022 7:19:47] !emotespells on
[7/6/2022 7:22:26] !emotespells on
[7/6/2022 7:26:9] !emotespells on
[7/6/2022 7:29:3] !emotespells on
[7/6/2022 7:32:43] !emotespells on
[7/6/2022 7:36:48] !emotespells on
[7/6/2022 7:38:57] !emotespells on
[7/6/2022 7:41:15] !emotespells on
[7/6/2022 7:44:41] !emotespells on
[7/6/2022 7:46:58] !emotespells on
[7/6/2022 7:50:3] !emotespells on
[7/6/2022 7:53:14] !emotespells on
[7/6/2022 7:57:5] !emotespells on
[7/6/2022 8:0:45] !emotespells on
[7/6/2022 8:4:56] !emotespells on
[7/6/2022 8:9:5] !emotespells on
[7/6/2022 8:14:27] !emotespells on
[7/6/2022 8:17:40] !emotespells on
[7/6/2022 8:21:5] !emotespells on
[7/6/2022 8:25:39] !emotespells on
[7/6/2022 8:30:40] !emotespells on
[7/6/2022 8:33:51] !emotespells on
[7/6/2022 8:37:32] !emotespells on
[7/6/2022 8:41:50] !emotespells on
[7/6/2022 8:47:8] !emotespells on
[7/6/2022 8:50:36] !emotespells on
[7/6/2022 8:53:35] !emotespells on
[7/6/2022 8:56:40] !emotespells on
[7/6/2022 8:59:59] !emotespells on
[7/6/2022 9:2:59] !emotespells on
[7/6/2022 9:5:37] !emotespells on
[7/6/2022 9:8:3] !emotespells on
[7/6/2022 9:10:58] !emotespells on
[7/6/2022 9:13:56] !emotespells on
[7/6/2022 9:17:24] !emotespells on
[7/6/2022 9:20:24] !emotespells on
[7/6/2022 9:23:30] !emotespells on
[7/6/2022 9:26:37] !emotespells on
[7/6/2022 9:29:27] !emotespells on
[7/6/2022 9:31:52] !emotespells on
[7/6/2022 9:33:35] !emotespells on
[7/6/2022 9:35:14] !emotespells on
[7/6/2022 9:38:38] !emotespells on
[7/6/2022 9:42:29] !emotespells on
